noise_rate,accuracy,f1,sex_dp_diff,sex_eo_diff
0.05,0.7893270944741533,0.20244622522142555,0.06499410675197845,0.14142604596346495
0.1,0.7820855614973262,0.10684931506849316,0.034517595554807205,0.06894519740718916
